id,loss
4,1496.64477539
6,2106.66430664
9,9275.55664062
12,5692.21777344
15,769.475036621
17,2297.35913086
21,2222.7434082
28,903.174194336
32,2207.11401367
43,3349.17382812
46,2824.0390625
50,923.038208008
54,1280.43444824
62,1979.35668945
70,1942.30432129
71,4923.94580078
75,2165.43554688
77,2104.28564453
81,2518.77246094
83,2482.41333008
87,1594.02368164
97,1408.33618164
103,1104.37329102
119,1102.44714355
120,1802.45629883
127,976.433959961
138,4079.60229492
141,3374.20556641
148,708.39465332
150,2492.67431641
151,2045.2512207
158,1565.78442383
160,6264.85351562
165,2412.46044922
168,3713.76293945
169,3519.62231445
177,2774.33129883
178,2855.55810547
184,1960.54858398
194,8885.6015625
198,1754.07055664
203,3698.89501953
211,2665.44287109
217,1252.04858398
219,1476.58618164
221,4387.54980469
227,1808.44470215
230,1472.5012207
235,2046.31994629
240,675.818725586
243,2923.34643555
249,6841.47265625
253,2825.61499023
258,1454.24487305
261,1709.81213379
263,3910.43896484
264,2535.7109375
265,4159.03808594
268,1762.99023438
271,1159.21386719
274,5155.22509766
275,692.666625977
279,1441.15319824
282,1466.82104492
286,3196.3828125
288,1280.31481934
294,2373.71435547
296,1417.71179199
297,1386.5201416
300,762.034240723
303,8173.13964844
314,1281.82214355
315,4796.56787109
321,2287.46386719
323,4058.21948242
330,4054.16015625
341,1933.1496582
342,3965.63623047
352,1617.26623535
353,3630.69799805
360,4545.74755859
361,2280.35522461
362,4270.97363281
366,1345.28527832
372,3828.33349609
376,2713.546875
377,2308.14111328
379,1568.45483398
380,3947.28369141
387,1735.29748535
392,1812.09802246
394,9690.18457031
395,1627.5859375
397,1423.35498047
407,6242.51708984
411,8642.80664062
416,2344.47314453
417,1465.7857666
419,3859.60620117
428,5317.56933594
431,1804.53198242
436,7431.76025391
438,1593.91442871
445,6742.51806641
446,7556.79833984
455,1221.66625977
456,1168.88305664
461,915.100280762
463,1603.7746582
464,3809.68505859
466,1338.42480469
467,1355.41516113
470,1140.1697998
475,1434.7578125
482,2474.05712891
490,3245.06005859
496,1972.87670898
497,4144.45703125
508,2795.07666016
510,1793.18493652
512,1667.92163086
513,3481.453125
523,1791.92321777
531,4466.13964844
532,2011.83654785
533,1300.2454834
537,1087.31762695
544,4714.31542969
547,2763.15551758
556,8221.32226562
565,1295.1217041
